,Gene_stable_ID,Gene_stable_ID_version,Gene_name,Display_name,ENSP
1571,ENSG00000101782,ENSG00000101782.15,RIOK3,RIOK3,ENSP00000341874
1572,ENSG00000101811,ENSG00000101811.14,CSTF2,CSTF2,ENSP00000362063
1573,ENSG00000101842,ENSG00000101842.14,VSIG1,VSIG1,ENSP00000402219
1574,ENSG00000101843,ENSG00000101843.19,PSMD10,PSMD10,ENSP00000217958
1575,ENSG00000101844,ENSG00000101844.18,ATG4A,ATG4A,ENSP00000361306
1576,ENSG00000101846,ENSG00000101846.8,STS,STS,ENSP00000217961
1577,ENSG00000101849,ENSG00000101849.18,TBL1X,TBL1X,ENSP00000217964
1578,ENSG00000101856,ENSG00000101856.10,PGRMC1,PGRMC1,ENSP00000217971
1579,ENSG00000101868,ENSG00000101868.13,POLA1,POLA1,ENSP00000368349
1580,ENSG00000101882,ENSG00000101882.10,NKAP,NKAP,ENSP00000360464
1581,ENSG00000101888,ENSG00000101888.12,NXT2,NXT2,ENSP00000218004
1582,ENSG00000101901,ENSG00000101901.12,ALG13,ALG13,ENSP00000378260
1583,ENSG00000101911,ENSG00000101911.13,PRPS2,PRPS2,ENSP00000381504
1584,ENSG00000101928,ENSG00000101928.13,MOSPD1,MOSPD1,ENSP00000359819
1585,ENSG00000101935,ENSG00000101935.11,AMMECR1,AMMECR1,ENSP00000262844
1586,ENSG00000101940,ENSG00000101940.18,WDR13,WDR13,ENSP00000365919
1587,ENSG00000101945,ENSG00000101945.17,SUV39H1,SUV39H1,ENSP00000337976
1588,ENSG00000101966,ENSG00000101966.13,XIAP,XIAP,ENSP00000360242
1589,ENSG00000101972,ENSG00000101972.19,STAG2,STAG2,ENSP00000218089
1590,ENSG00000101974,ENSG00000101974.15,ATP11C,ATP11C,ENSP00000332756
1591,ENSG00000101986,ENSG00000101986.12,ABCD1,ABCD1,ENSP00000218104
1592,ENSG00000101997,ENSG00000101997.13,CCDC22,CCDC22,ENSP00000365401
1593,ENSG00000102003,ENSG00000102003.11,SYP,SYP,ENSP00000263233
1594,ENSG00000102007,ENSG00000102007.11,PLP2,PLP2,ENSP00000365505
1595,ENSG00000102030,ENSG00000102030.16,NAA10,NAA10,ENSP00000417763
1596,ENSG00000102032,ENSG00000102032.13,RENBP,RENBP,ENSP00000377303
1597,ENSG00000102034,ENSG00000102034.17,ELF4,ELF4,ENSP00000311280
1598,ENSG00000102054,ENSG00000102054.18,RBBP7,RBBP7,ENSP00000369424
1599,ENSG00000102078,ENSG00000102078.16,SLC25A14,SLC25A14,ENSP00000477981
1600,ENSG00000102081,ENSG00000102081.15,FMR1,FMR1,ENSP00000359506
1601,ENSG00000102096,ENSG00000102096.9,PIM2,PIM2,ENSP00000365692
1602,ENSG00000102100,ENSG00000102100.16,SLC35A2,SLC35A2,ENSP00000416002
1603,ENSG00000102103,ENSG00000102103.17,PQBP1,PQBP1,ENSP00000218224
1604,ENSG00000102119,ENSG00000102119.12,EMD,EMD,ENSP00000358857
1605,ENSG00000102125,ENSG00000102125.16,TAZ,TAZ,ENSP00000469981
1606,ENSG00000102144,ENSG00000102144.15,PGK1,PGK1,ENSP00000362413
1607,ENSG00000102158,ENSG00000102158.21,MAGT1,MAGT1,ENSP00000354649
1608,ENSG00000102172,ENSG00000102172.16,SMS,SMS,ENSP00000385746
1609,ENSG00000102178,ENSG00000102178.13,UBL4A,UBL4A,ENSP00000358674
1610,ENSG00000102181,ENSG00000102181.21,CD99L2,CD99L2,ENSP00000480322
1611,ENSG00000102189,ENSG00000102189.17,EEA1,EEA1,ENSP00000317955
1612,ENSG00000102218,ENSG00000102218.6,RP2,RP2,ENSP00000218340
1613,ENSG00000102225,ENSG00000102225.16,CDK16,CDK16,ENSP00000276052
1614,ENSG00000102226,ENSG00000102226.10,USP11,USP11,ENSP00000218348
1615,ENSG00000102241,ENSG00000102241.12,HTATSF1,HTATSF1,ENSP00000442699
1616,ENSG00000102265,ENSG00000102265.12,TIMP1,TIMP1,ENSP00000218388
1617,ENSG00000102309,ENSG00000102309.15,PIN4,PIN4,ENSP00000362773
1618,ENSG00000102312,ENSG00000102312.24,PORCN,PORCN,ENSP00000322304
1619,ENSG00000102316,ENSG00000102316.17,MAGED2,MAGED2,ENSP00000364209
1620,ENSG00000102317,ENSG00000102317.18,RBM3,RBM3,ENSP00000365950
1621,ENSG00000102390,ENSG00000102390.11,PBDC1,PBDC1,ENSP00000362456
1622,ENSG00000102393,ENSG00000102393.14,GLA,GLA,ENSP00000218516
1623,ENSG00000102401,ENSG00000102401.20,ARMCX3,ARMCX3,ENSP00000340672
1624,ENSG00000102409,ENSG00000102409.10,BEX4,BEX4,ENSP00000361780
1625,ENSG00000102471,ENSG00000102471.14,NDFIP2,NDFIP2,ENSP00000480798
1626,ENSG00000102524,ENSG00000102524.12,TNFSF13B,TNFSF13B,ENSP00000365048
1627,ENSG00000102531,ENSG00000102531.16,FNDC3A,FNDC3A,ENSP00000441831
1628,ENSG00000102543,ENSG00000102543.14,CDADC1,CDADC1,ENSP00000251108
1629,ENSG00000102547,ENSG00000102547.19,CAB39L,CAB39L,ENSP00000479669
1630,ENSG00000102554,ENSG00000102554.14,KLF5,KLF5,ENSP00000366915
1631,ENSG00000102572,ENSG00000102572.15,STK24,STK24,ENSP00000365730
1632,ENSG00000102575,ENSG00000102575.13,ACP5,ACP5,ENSP00000468767
1633,ENSG00000102580,ENSG00000102580.15,DNAJC3,DNAJC3,ENSP00000473631
1634,ENSG00000102606,ENSG00000102606.19,ARHGEF7,ARHGEF7,ENSP00000364893
1635,ENSG00000102699,ENSG00000102699.6,PARP4,PARP4,ENSP00000371419
1636,ENSG00000102710,ENSG00000102710.20,SUPT20H,SUPT20H,ENSP00000417510
1637,ENSG00000102738,ENSG00000102738.8,MRPS31,MRPS31,ENSP00000315397
1638,ENSG00000102743,ENSG00000102743.15,SLC25A15,SLC25A15,ENSP00000342267
1639,ENSG00000102753,ENSG00000102753.10,KPNA3,KPNA3,ENSP00000261667
1640,ENSG00000102760,ENSG00000102760.13,RGCC,RGCC,ENSP00000368664
1641,ENSG00000102763,ENSG00000102763.18,VWA8,VWA8,ENSP00000368612
1642,ENSG00000102780,ENSG00000102780.17,DGKH,DGKH,ENSP00000337572
1643,ENSG00000102781,ENSG00000102781.14,KATNAL1,KATNAL1,ENSP00000369989
1644,ENSG00000102786,ENSG00000102786.15,INTS6,INTS6,ENSP00000310260
1645,ENSG00000102796,ENSG00000102796.12,DHRS12,DHRS12,ENSP00000411565
1646,ENSG00000102804,ENSG00000102804.15,TSC22D1,TSC22D1,ENSP00000397435
1647,ENSG00000102805,ENSG00000102805.16,CLN5,CLN5,ENSP00000366673
1648,ENSG00000102858,ENSG00000102858.13,MGRN1,MGRN1,ENSP00000262370
1649,ENSG00000102870,ENSG00000102870.6,ZNF629,ZNF629,ENSP00000262525
1650,ENSG00000102871,ENSG00000102871.16,TRADD,TRADD,ENSP00000341268
1651,ENSG00000102878,ENSG00000102878.18,HSF4,HSF4,ENSP00000264009
1652,ENSG00000102882,ENSG00000102882.12,MAPK3,MAPK3,ENSP00000263025
1653,ENSG00000102886,ENSG00000102886.15,GDPD3,GDPD3,ENSP00000384363
1654,ENSG00000102890,ENSG00000102890.16,ELMO3,ELMO3,ENSP00000377566
1655,ENSG00000102893,ENSG00000102893.16,PHKB,PHKB,ENSP00000313504
1656,ENSG00000102897,ENSG00000102897.10,LYRM1,LYRM1,ENSP00000379367
1657,ENSG00000102898,ENSG00000102898.12,NUTF2,NUTF2,ENSP00000219169
1658,ENSG00000102900,ENSG00000102900.13,NUP93,NUP93,ENSP00000310668
1659,ENSG00000102901,ENSG00000102901.13,CENPT,CENPT,ENSP00000457810
1660,ENSG00000102908,ENSG00000102908.22,NFAT5,NFAT5,ENSP00000457593
1661,ENSG00000102910,ENSG00000102910.14,LONP2,LONP2,ENSP00000285737
1662,ENSG00000102921,ENSG00000102921.8,N4BP1,N4BP1,ENSP00000262384
1663,ENSG00000102931,ENSG00000102931.8,ARL2BP,ARL2BP,ENSP00000219204
1664,ENSG00000102967,ENSG00000102967.12,DHODH,DHODH,ENSP00000219240
1665,ENSG00000102974,ENSG00000102974.16,CTCF,CTCF,ENSP00000264010
1666,ENSG00000102977,ENSG00000102977.17,ACD,ACD,ENSP00000483117
1667,ENSG00000102978,ENSG00000102978.13,POLR2C,POLR2C,ENSP00000219252
1668,ENSG00000102981,ENSG00000102981.10,PARD6A,PARD6A,ENSP00000219255
1669,ENSG00000102984,ENSG00000102984.15,ZNF821,ZNF821,ENSP00000398089
1670,ENSG00000103005,ENSG00000103005.12,USB1,USB1,ENSP00000219281
1671,ENSG00000103018,ENSG00000103018.17,CYB5B,CYB5B,ENSP00000308430
1672,ENSG00000103024,ENSG00000103024.8,NME3,NME3,ENSP00000219302
1673,ENSG00000103035,ENSG00000103035.11,PSMD7,PSMD7,ENSP00000219313
1674,ENSG00000103037,ENSG00000103037.12,SETD6,SETD6,ENSP00000219315
1675,ENSG00000103042,ENSG00000103042.9,SLC38A7,SLC38A7,ENSP00000454646
1676,ENSG00000103043,ENSG00000103043.15,VAC14,VAC14,ENSP00000261776
1677,ENSG00000103047,ENSG00000103047.8,TANGO6,TANGO6,ENSP00000261778
1678,ENSG00000103051,ENSG00000103051.20,COG4,COG4,ENSP00000315775
1679,ENSG00000103056,ENSG00000103056.12,SMPD3,SMPD3,ENSP00000219334
1680,ENSG00000103061,ENSG00000103061.13,SLC7A6OS,SLC7A6OS,ENSP00000263997
1681,ENSG00000103064,ENSG00000103064.15,SLC7A6,SLC7A6,ENSP00000455064
1682,ENSG00000103066,ENSG00000103066.13,PLA2G15,PLA2G15,ENSP00000219345
1683,ENSG00000103091,ENSG00000103091.15,WDR59,WDR59,ENSP00000262144
1684,ENSG00000103111,ENSG00000103111.15,MON1B,MON1B,ENSP00000248248
1685,ENSG00000103121,ENSG00000103121.9,CMC2,CMC2,ENSP00000219400
1686,ENSG00000103126,ENSG00000103126.15,AXIN1,AXIN1,ENSP00000262320
1687,ENSG00000103145,ENSG00000103145.11,HCFC1R1,HCFC1R1,ENSP00000248089
1688,ENSG00000103148,ENSG00000103148.17,NPRL3,NPRL3,ENSP00000483814
1689,ENSG00000103150,ENSG00000103150.7,MLYCD,MLYCD,ENSP00000262430
1690,ENSG00000103152,ENSG00000103152.12,MPG,MPG,ENSP00000219431
1691,ENSG00000103160,ENSG00000103160.12,HSDL1,HSDL1,ENSP00000219439
1692,ENSG00000103168,ENSG00000103168.17,TAF1C,TAF1C,ENSP00000455265
1693,ENSG00000103174,ENSG00000103174.13,NAGPA,NAGPA,ENSP00000310998
1694,ENSG00000103187,ENSG00000103187.8,COTL1,COTL1,ENSP00000262428
1695,ENSG00000103194,ENSG00000103194.16,USP10,USP10,ENSP00000457411
1696,ENSG00000103197,ENSG00000103197.18,TSC2,TSC2,ENSP00000219476
1697,ENSG00000103199,ENSG00000103199.14,ZNF500,ZNF500,ENSP00000219478
1698,ENSG00000103202,ENSG00000103202.13,NME4,NME4,ENSP00000219479
1699,ENSG00000103222,ENSG00000103222.20,ABCC1,ABCC1,ENSP00000382342
1700,ENSG00000103227,ENSG00000103227.19,LMF1,LMF1,ENSP00000262301
1701,ENSG00000103248,ENSG00000103248.19,MTHFSD,MTHFSD,ENSP00000354152
1702,ENSG00000103249,ENSG00000103249.18,CLCN7,CLCN7,ENSP00000372193
1703,ENSG00000103253,ENSG00000103253.19,HAGHL,HAGHL,ENSP00000374353
1704,ENSG00000103257,ENSG00000103257.9,SLC7A5,SLC7A5,ENSP00000261622
1705,ENSG00000103260,ENSG00000103260.9,METRN,METRN,ENSP00000455068
1706,ENSG00000103264,ENSG00000103264.18,FBXO31,FBXO31,ENSP00000310841
1707,ENSG00000103266,ENSG00000103266.11,STUB1,STUB1,ENSP00000219548
1708,ENSG00000103274,ENSG00000103274.11,NUBP1,NUBP1,ENSP00000283027
1709,ENSG00000103275,ENSG00000103275.21,UBE2I,UBE2I,ENSP00000348056
1710,ENSG00000103319,ENSG00000103319.12,EEF2K,EEF2K,ENSP00000263026
1711,ENSG00000103326,ENSG00000103326.12,CAPN15,CAPN15,ENSP00000219611
1712,ENSG00000103335,ENSG00000103335.22,PIEZO1,PIEZO1,ENSP00000301015
1713,ENSG00000103342,ENSG00000103342.13,GSPT1,GSPT1,ENSP00000398131
1714,ENSG00000103343,ENSG00000103343.13,ZNF174,ZNF174,ENSP00000268655
1715,ENSG00000103351,ENSG00000103351.13,CLUAP1,CLUAP1,ENSP00000460850
1716,ENSG00000103353,ENSG00000103353.16,UBFD1,UBFD1,ENSP00000379217
1717,ENSG00000103356,ENSG00000103356.18,EARS2,EARS2,ENSP00000395196
1718,ENSG00000103365,ENSG00000103365.15,GGA2,GGA2,ENSP00000311962
1719,ENSG00000103381,ENSG00000103381.12,CPPED1,CPPED1,ENSP00000371193
1720,ENSG00000103404,ENSG00000103404.15,USP31,USP31,ENSP00000219689
1721,ENSG00000103415,ENSG00000103415.12,HMOX2,HMOX2,ENSP00000477572
1722,ENSG00000103423,ENSG00000103423.14,DNAJA3,DNAJA3,ENSP00000262375
1723,ENSG00000103429,ENSG00000103429.11,BFAR,BFAR,ENSP00000261658
1724,ENSG00000103479,ENSG00000103479.17,RBL2,RBL2,ENSP00000262133
1725,ENSG00000103485,ENSG00000103485.19,QPRT,QPRT,ENSP00000378782
1726,ENSG00000103489,ENSG00000103489.12,XYLT1,XYLT1,ENSP00000261381
1727,ENSG00000103490,ENSG00000103490.14,PYCARD,PYCARD,ENSP00000247470
1728,ENSG00000103495,ENSG00000103495.14,MAZ,MAZ,ENSP00000219782
1729,ENSG00000103496,ENSG00000103496.15,STX4,STX4,ENSP00000317714
1730,ENSG00000103502,ENSG00000103502.14,CDIPT,CDIPT,ENSP00000219789
1731,ENSG00000103507,ENSG00000103507.14,BCKDK,BCKDK,ENSP00000378405
1732,ENSG00000103510,ENSG00000103510.20,KAT8,KAT8,ENSP00000406037
1733,ENSG00000103512,ENSG00000103512.15,NOMO1,NOMO1,ENSP00000287667
1734,ENSG00000103522,ENSG00000103522.16,IL21R,IL21R,ENSP00000338010
1735,ENSG00000103540,ENSG00000103540.16,CCP110,CCP110,ENSP00000370803
1736,ENSG00000103549,ENSG00000103549.22,RNF40,RNF40,ENSP00000325677
1737,ENSG00000103550,ENSG00000103550.14,KNOP1,KNOP1,ENSP00000219837
1738,ENSG00000103591,ENSG00000103591.13,AAGAB,AAGAB,ENSP00000261880
1739,ENSG00000103642,ENSG00000103642.12,LACTB,LACTB,ENSP00000261893
1740,ENSG00000103653,ENSG00000103653.17,CSK,CSK,ENSP00000220003
1741,ENSG00000103657,ENSG00000103657.14,HERC1,HERC1,ENSP00000390158
1742,ENSG00000103671,ENSG00000103671.10,TRIP4,TRIP4,ENSP00000261884
1743,ENSG00000103707,ENSG00000103707.10,MTFMT,MTFMT,ENSP00000220058
1744,ENSG00000103769,ENSG00000103769.10,RAB11A,RAB11A,ENSP00000261890
1745,ENSG00000103811,ENSG00000103811.18,CTSH,CTSH,ENSP00000220166
1746,ENSG00000103876,ENSG00000103876.14,FAH,FAH,ENSP00000385080
1747,ENSG00000103932,ENSG00000103932.12,RPAP1,RPAP1,ENSP00000306123
1748,ENSG00000103942,ENSG00000103942.13,HOMER2,HOMER2,ENSP00000305632
1749,ENSG00000103966,ENSG00000103966.11,EHD4,EHD4,ENSP00000220325
1750,ENSG00000103978,ENSG00000103978.16,TMEM87A,TMEM87A,ENSP00000374484
1751,ENSG00000103994,ENSG00000103994.18,ZNF106,ZNF106,ENSP00000263805
1752,ENSG00000103995,ENSG00000103995.14,CEP152,CEP152,ENSP00000370337
1753,ENSG00000104047,ENSG00000104047.15,DTWD1,DTWD1,ENSP00000251250
1754,ENSG00000104064,ENSG00000104064.18,GABPB1,GABPB1,ENSP00000220429
1755,ENSG00000104129,ENSG00000104129.10,DNAJC17,DNAJC17,ENSP00000220496
1756,ENSG00000104131,ENSG00000104131.13,EIF3J,EIF3J,ENSP00000261868
1757,ENSG00000104133,ENSG00000104133.16,SPG11,SPG11,ENSP00000261866
1758,ENSG00000104142,ENSG00000104142.11,VPS18,VPS18,ENSP00000220509
1759,ENSG00000104154,ENSG00000104154.7,SLC30A4,SLC30A4,ENSP00000261867
1760,ENSG00000104164,ENSG00000104164.12,BLOC1S6,BLOC1S6,ENSP00000220531
1761,ENSG00000104205,ENSG00000104205.16,SGK3,SGK3,ENSP00000379842
1762,ENSG00000104218,ENSG00000104218.16,CSPP1,CSPP1,ENSP00000262210
1763,ENSG00000104219,ENSG00000104219.13,ZDHHC2,ZDHHC2,ENSP00000262096
1764,ENSG00000104221,ENSG00000104221.13,BRF2,BRF2,ENSP00000220659
1765,ENSG00000104228,ENSG00000104228.13,TRIM35,TRIM35,ENSP00000301924
1766,ENSG00000104231,ENSG00000104231.11,ZFAND1,ZFAND1,ENSP00000220669
1767,ENSG00000104290,ENSG00000104290.11,FZD3,FZD3,ENSP00000437489
1768,ENSG00000104299,ENSG00000104299.15,INTS9,INTS9,ENSP00000429065
1769,ENSG00000104312,ENSG00000104312.8,RIPK2,RIPK2,ENSP00000220751
1770,ENSG00000104320,ENSG00000104320.14,NBN,NBN,ENSP00000265433
1771,ENSG00000104324,ENSG00000104324.16,CPQ,CPQ,ENSP00000220763
1772,ENSG00000104325,ENSG00000104325.7,DECR1,DECR1,ENSP00000220764
1773,ENSG00000104341,ENSG00000104341.17,LAPTM4B,LAPTM4B,ENSP00000402301
1774,ENSG00000104343,ENSG00000104343.21,UBE2W,UBE2W,ENSP00000397453
1775,ENSG00000104356,ENSG00000104356.11,POP1,POP1,ENSP00000385787
1776,ENSG00000104365,ENSG00000104365.16,IKBKB,IKBKB,ENSP00000430684
1777,ENSG00000104375,ENSG00000104375.17,STK3,STK3,ENSP00000429744
1778,ENSG00000104381,ENSG00000104381.14,GDAP1,GDAP1,ENSP00000220822
1779,ENSG00000104388,ENSG00000104388.15,RAB2A,RAB2A,ENSP00000262646
1780,ENSG00000104408,ENSG00000104408.11,EIF3E,EIF3E,ENSP00000220849
1781,ENSG00000104412,ENSG00000104412.8,EMC2,EMC2,ENSP00000220853
1782,ENSG00000104419,ENSG00000104419.17,NDRG1,NDRG1,ENSP00000404854
1783,ENSG00000104427,ENSG00000104427.12,ZC2HC1A,ZC2HC1A,ENSP00000263849
1784,ENSG00000104442,ENSG00000104442.10,ARMC1,ARMC1,ENSP00000276569
1785,ENSG00000104447,ENSG00000104447.13,TRPS1,TRPS1,ENSP00000379065
1786,ENSG00000104450,ENSG00000104450.13,SPAG1,SPAG1,ENSP00000373450
1787,ENSG00000104472,ENSG00000104472.10,CHRAC1,CHRAC1,ENSP00000220913
1788,ENSG00000104497,ENSG00000104497.14,SNX16,SNX16,ENSP00000379621
1789,ENSG00000104517,ENSG00000104517.13,UBR5,UBR5,ENSP00000429084
1790,ENSG00000104518,ENSG00000104518.11,GSDMD,GSDMD,ENSP00000433209
1791,ENSG00000104549,ENSG00000104549.12,SQLE,SQLE,ENSP00000265896
1792,ENSG00000104613,ENSG00000104613.12,INTS10,INTS10,ENSP00000381064
1793,ENSG00000104626,ENSG00000104626.15,ERI1,ERI1,ENSP00000429615
1794,ENSG00000104643,ENSG00000104643.10,MTMR9,MTMR9,ENSP00000221086
1795,ENSG00000104660,ENSG00000104660.19,LEPROTL1,LEPROTL1,ENSP00000428281
1796,ENSG00000104671,ENSG00000104671.8,DCTN6,DCTN6,ENSP00000221114
1797,ENSG00000104679,ENSG00000104679.12,R3HCC1,R3HCC1,ENSP00000265806
1798,ENSG00000104687,ENSG00000104687.14,GSR,GSR,ENSP00000221130
1799,ENSG00000104689,ENSG00000104689.10,TNFRSF10A,TNFRSF10A,ENSP00000221132
1800,ENSG00000104695,ENSG00000104695.13,PPP2CB,PPP2CB,ENSP00000221138
1801,ENSG00000104714,ENSG00000104714.14,ERICH1,ERICH1,ENSP00000262109
1802,ENSG00000104731,ENSG00000104731.14,KLHDC4,KLHDC4,ENSP00000270583
1803,ENSG00000104738,ENSG00000104738.18,MCM4,MCM4,ENSP00000262105
1804,ENSG00000104756,ENSG00000104756.16,KCTD9,KCTD9,ENSP00000221200
1805,ENSG00000104763,ENSG00000104763.20,ASAH1,ASAH1,ENSP00000371152
1806,ENSG00000104765,ENSG00000104765.16,BNIP3L,BNIP3L,ENSP00000370003
1807,ENSG00000104774,ENSG00000104774.13,MAN2B1,MAN2B1,ENSP00000395473
1808,ENSG00000104805,ENSG00000104805.16,NUCB1,NUCB1,ENSP00000385923
1809,ENSG00000104812,ENSG00000104812.15,GYS1,GYS1,ENSP00000317904
1810,ENSG00000104814,ENSG00000104814.13,MAP4K1,MAP4K1,ENSP00000465039
1811,ENSG00000104823,ENSG00000104823.9,ECH1,ECH1,ENSP00000221418
1812,ENSG00000104824,ENSG00000104824.18,HNRNPL,HNRNPL,ENSP00000221419
1813,ENSG00000104825,ENSG00000104825.17,NFKBIB,NFKBIB,ENSP00000312988
1814,ENSG00000104835,ENSG00000104835.15,SARS2,SARS2,ENSP00000472847
1815,ENSG00000104852,ENSG00000104852.15,SNRNP70,SNRNP70,ENSP00000472998
1816,ENSG00000104853,ENSG00000104853.16,CLPTM1,CLPTM1,ENSP00000336994
1817,ENSG00000104856,ENSG00000104856.14,RELB,RELB,ENSP00000221452
1818,ENSG00000104859,ENSG00000104859.15,CLASRP,CLASRP,ENSP00000221455
1819,ENSG00000104863,ENSG00000104863.12,LIN7B,LIN7B,ENSP00000221459
1820,ENSG00000104866,ENSG00000104866.11,PPP1R37,PPP1R37,ENSP00000221462
1821,ENSG00000104870,ENSG00000104870.13,FCGRT,FCGRT,ENSP00000221466
1822,ENSG00000104872,ENSG00000104872.11,PIH1D1,PIH1D1,ENSP00000262265
1823,ENSG00000104880,ENSG00000104880.19,ARHGEF18,ARHGEF18,ENSP00000352995
1824,ENSG00000104881,ENSG00000104881.16,PPP1R13L,PPP1R13L,ENSP00000403902
1825,ENSG00000104884,ENSG00000104884.17,ERCC2,ERCC2,ENSP00000375809
1826,ENSG00000104885,ENSG00000104885.18,DOT1L,DOT1L,ENSP00000381657
1827,ENSG00000104886,ENSG00000104886.12,PLEKHJ1,PLEKHJ1,ENSP00000464955
1828,ENSG00000104889,ENSG00000104889.7,RNASEH2A,RNASEH2A,ENSP00000221486
1829,ENSG00000104897,ENSG00000104897.10,SF3A2,SF3A2,ENSP00000221494
1830,ENSG00000104903,ENSG00000104903.5,LYL1,LYL1,ENSP00000264824
1831,ENSG00000104907,ENSG00000104907.13,TRMT1,TRMT1,ENSP00000466967
1832,ENSG00000104915,ENSG00000104915.15,STX10,STX10,ENSP00000466298
1833,ENSG00000104946,ENSG00000104946.13,TBC1D17,TBC1D17,ENSP00000221543
1834,ENSG00000104951,ENSG00000104951.16,IL4I1,IL4I1,ENSP00000472474
1835,ENSG00000104957,ENSG00000104957.14,CCDC130,CCDC130,ENSP00000465776
1836,ENSG00000104960,ENSG00000104960.15,PTOV1,PTOV1,ENSP00000375717
1837,ENSG00000104969,ENSG00000104969.11,SGTA,SGTA,ENSP00000221566
1838,ENSG00000104973,ENSG00000104973.19,MED25,MED25,ENSP00000326767
1839,ENSG00000104976,ENSG00000104976.12,SNAPC2,SNAPC2,ENSP00000221573
1840,ENSG00000104979,ENSG00000104979.9,C19orf53,C19orf53,ENSP00000465432
1841,ENSG00000104980,ENSG00000104980.8,TIMM44,TIMM44,ENSP00000270538
1842,ENSG00000104983,ENSG00000104983.8,CCDC61,CCDC61,ENSP00000471454
1843,ENSG00000104998,ENSG00000104998.4,IL27RA,IL27RA,ENSP00000263379
1844,ENSG00000105011,ENSG00000105011.9,ASF1B,ASF1B,ENSP00000263382
1845,ENSG00000105053,ENSG00000105053.11,VRK3,VRK3,ENSP00000469880
1846,ENSG00000105058,ENSG00000105058.12,FAM32A,FAM32A,ENSP00000263384
1847,ENSG00000105063,ENSG00000105063.19,PPP6R1,PPP6R1,ENSP00000414202
1848,ENSG00000105072,ENSG00000105072.9,C19orf44,C19orf44,ENSP00000221671
1849,ENSG00000105085,ENSG00000105085.11,MED26,MED26,ENSP00000263390
1850,ENSG00000105122,ENSG00000105122.13,RASAL3,RASAL3,ENSP00000341905
1851,ENSG00000105127,ENSG00000105127.10,AKAP8,AKAP8,ENSP00000269701
1852,ENSG00000105135,ENSG00000105135.16,ILVBL,ILVBL,ENSP00000263383
1853,ENSG00000105136,ENSG00000105136.21,ZNF419,ZNF419,ENSP00000388864
1854,ENSG00000105171,ENSG00000105171.10,POP4,POP4,ENSP00000465213
1855,ENSG00000105173,ENSG00000105173.14,CCNE1,CCNE1,ENSP00000262643
1856,ENSG00000105176,ENSG00000105176.18,URI1,URI1,ENSP00000376097
1857,ENSG00000105185,ENSG00000105185.12,PDCD5,PDCD5,ENSP00000466214
1858,ENSG00000105186,ENSG00000105186.16,ANKRD27,ANKRD27,ENSP00000304292
1859,ENSG00000105197,ENSG00000105197.11,TIMM50,TIMM50,ENSP00000445806
1860,ENSG00000105202,ENSG00000105202.9,FBL,FBL,ENSP00000221801
1861,ENSG00000105204,ENSG00000105204.14,DYRK1B,DYRK1B,ENSP00000469863
1862,ENSG00000105220,ENSG00000105220.17,GPI,GPI,ENSP00000405573
1863,ENSG00000105221,ENSG00000105221.18,AKT2,AKT2,ENSP00000375892
1864,ENSG00000105223,ENSG00000105223.20,PLD3,PLD3,ENSP00000387050
1865,ENSG00000105227,ENSG00000105227.16,PRX,PRX,ENSP00000326018
1866,ENSG00000105229,ENSG00000105229.7,PIAS4,PIAS4,ENSP00000262971
1867,ENSG00000105245,ENSG00000105245.9,NUMBL,NUMBL,ENSP00000252891
1868,ENSG00000105254,ENSG00000105254.12,TBCB,TBCB,ENSP00000221855
1869,ENSG00000105258,ENSG00000105258.9,POLR2I,POLR2I,ENSP00000221859
1870,ENSG00000105281,ENSG00000105281.12,SLC1A5,SLC1A5,ENSP00000444408
1871,ENSG00000105287,ENSG00000105287.13,PRKD2,PRKD2,ENSP00000393978
1872,ENSG00000105298,ENSG00000105298.14,CACTIN,CACTIN,ENSP00000415078
1873,ENSG00000105321,ENSG00000105321.14,CCDC9,CCDC9,ENSP00000221922
1874,ENSG00000105323,ENSG00000105323.17,HNRNPUL1,HNRNPUL1,ENSP00000375863
1875,ENSG00000105325,ENSG00000105325.15,FZR1,FZR1,ENSP00000378529
1876,ENSG00000105327,ENSG00000105327.18,BBC3,BBC3,ENSP00000404503
1877,ENSG00000105329,ENSG00000105329.11,TGFB1,TGFB1,ENSP00000221930
1878,ENSG00000105339,ENSG00000105339.11,DENND3,DENND3,ENSP00000262585
1879,ENSG00000105355,ENSG00000105355.9,PLIN3,PLIN3,ENSP00000221957
1880,ENSG00000105364,ENSG00000105364.14,MRPL4,MRPL4,ENSP00000253099
1881,ENSG00000105369,ENSG00000105369.10,CD79A,CD79A,ENSP00000221972
1882,ENSG00000105374,ENSG00000105374.10,NKG7,NKG7,ENSP00000221978
1883,ENSG00000105379,ENSG00000105379.10,ETFB,ETFB,ENSP00000346173
1884,ENSG00000105393,ENSG00000105393.16,BABAM1,BABAM1,ENSP00000352408
1885,ENSG00000105397,ENSG00000105397.14,TYK2,TYK2,ENSP00000431885
1886,ENSG00000105401,ENSG00000105401.9,CDC37,CDC37,ENSP00000222005
1887,ENSG00000105402,ENSG00000105402.8,NAPA,NAPA,ENSP00000263354
1888,ENSG00000105404,ENSG00000105404.11,RABAC1,RABAC1,ENSP00000222008
1889,ENSG00000105409,ENSG00000105409.19,ATP1A3,ATP1A3,ENSP00000444688
1890,ENSG00000105427,ENSG00000105427.10,CNFN,CNFN,ENSP00000222032
